interval_id,recording_id,speaker_id,comparison_word,canonical_sequence,canonical_position,canonical_phone,audio_sha256
AN19-rec-3caa55ba52537c50136b:phone:2,AN19-rec-3caa55ba52537c50136b,AN19.ENG.em1,rhyme,r ay m,1,ay,df3cd6e84e6eb221277c2591e25eab98d3b4ac00973b9aaef647044e3097fbcf
AN19-rec-3caa55ba52537c50136b:phone:3,AN19-rec-3caa55ba52537c50136b,AN19.ENG.em1,rhyme,r ay m,2,m,df3cd6e84e6eb221277c2591e25eab98d3b4ac00973b9aaef647044e3097fbcf
AN19-rec-3cab9e7195873dcb8fbc:phone:1,AN19-rec-3cab9e7195873dcb8fbc,AN19.ENG.ef3,hung,hh ah ng,0,hh,0b203772cfbabd766cb0d99caa7ee47dc0853d9fe7dd6f1e19f8375225972315
AN19-rec-3cab9e7195873dcb8fbc:phone:3,AN19-rec-3cab9e7195873dcb8fbc,AN19.ENG.ef3,hung,hh ah ng,2,ng,0b203772cfbabd766cb0d99caa7ee47dc0853d9fe7dd6f1e19f8375225972315
AN19-rec-3cdc9207a60df3743f00:phone:1,AN19-rec-3cdc9207a60df3743f00,AN19.ENG.ef2,gave,g ey v,0,g,0fdd29fc4e0cfacbdef249ff9a9bfefb57585ae3661c58fe0dac992950d3d420
AN19-rec-3cdc9207a60df3743f00:phone:3,AN19-rec-3cdc9207a60df3743f00,AN19.ENG.ef2,gave,g ey v,2,v,0fdd29fc4e0cfacbdef249ff9a9bfefb57585ae3661c58fe0dac992950d3d420
AN19-rec-3d30f17a47e410cb6dfa:phone:2,AN19-rec-3d30f17a47e410cb6dfa,AN19.ENG.em3,dirt,d er t,1,er,1578ea6833c20c94053c943548502d3eaf852d4aaa14b5882381e64377befe14
AN19-rec-3d30f17a47e410cb6dfa:phone:3,AN19-rec-3d30f17a47e410cb6dfa,AN19.ENG.em3,dirt,d er t,2,t,1578ea6833c20c94053c943548502d3eaf852d4aaa14b5882381e64377befe14
AN19-rec-3ecbdde8173cc020013b:phone:1,AN19-rec-3ecbdde8173cc020013b,AN19.ENG.ef3,teeth,t iy th,0,t,d6b24a4dcfac4b3dd7ce67e33f392b137a18621a2b2118c9e96bbb5cd5f30713
AN19-rec-3ecbdde8173cc020013b:phone:2,AN19-rec-3ecbdde8173cc020013b,AN19.ENG.ef3,teeth,t iy th,1,iy,d6b24a4dcfac4b3dd7ce67e33f392b137a18621a2b2118c9e96bbb5cd5f30713
AN19-rec-3ecbdde8173cc020013b:phone:3,AN19-rec-3ecbdde8173cc020013b,AN19.ENG.ef3,teeth,t iy th,2,th,d6b24a4dcfac4b3dd7ce67e33f392b137a18621a2b2118c9e96bbb5cd5f30713
AN19-rec-3eefa2611a93ab49ba18:phone:1,AN19-rec-3eefa2611a93ab49ba18,AN19.ENG.ef3,mouth,m aw th,0,m,4100a5002170b3df665408c51f3fc068b46ae43473d2214fb6dbae141637c7c8
AN19-rec-3eefa2611a93ab49ba18:phone:2,AN19-rec-3eefa2611a93ab49ba18,AN19.ENG.ef3,mouth,m aw th,1,aw,4100a5002170b3df665408c51f3fc068b46ae43473d2214fb6dbae141637c7c8
AN19-rec-3eefa2611a93ab49ba18:phone:3,AN19-rec-3eefa2611a93ab49ba18,AN19.ENG.ef3,mouth,m aw th,2,th,4100a5002170b3df665408c51f3fc068b46ae43473d2214fb6dbae141637c7c8
AN19-rec-3f46bb302aa693151664:phone:1,AN19-rec-3f46bb302aa693151664,AN19.ENG.em1,mote,m ow t,0,m,1bac892b4e9494ebdc1f71a7285833c92ad159cf3ba56b756aacfde0577a248a
AN19-rec-3f46bb302aa693151664:phone:2,AN19-rec-3f46bb302aa693151664,AN19.ENG.em1,mote,m ow t,1,ow,1bac892b4e9494ebdc1f71a7285833c92ad159cf3ba56b756aacfde0577a248a
AN19-rec-3f5d48a4f96ad6ef1ba6:phone:1,AN19-rec-3f5d48a4f96ad6ef1ba6,AN19.ENG.em2,balm,b aa m,0,b,fee3af84040d2cffee763104cdf406e3c722f87443a9a34552ef098ac7b48d06
AN19-rec-3f5d48a4f96ad6ef1ba6:phone:3,AN19-rec-3f5d48a4f96ad6ef1ba6,AN19.ENG.em2,balm,b aa m,2,m,fee3af84040d2cffee763104cdf406e3c722f87443a9a34552ef098ac7b48d06
AN19-rec-3fdfa528c4d59a40719e:phone:1,AN19-rec-3fdfa528c4d59a40719e,AN19.ENG.ef3,fig,f ih g,0,f,6b0f3a9d641531edd4301aba673f174079623809520ecb68b24b4ee3aaa5ffc5
AN19-rec-3fdfa528c4d59a40719e:phone:3,AN19-rec-3fdfa528c4d59a40719e,AN19.ENG.ef3,fig,f ih g,2,g,6b0f3a9d641531edd4301aba673f174079623809520ecb68b24b4ee3aaa5ffc5
AN19-rec-3fe983a9623217c521ea:phone:1,AN19-rec-3fe983a9623217c521ea,AN19.ENG.ef3,chief,ch iy f,0,ch,4ad4851b664ffb2baad65b34f58cd7738741dd5850bd3d2a2b25bd5af6ae0c8e
AN19-rec-3fe983a9623217c521ea:phone:2,AN19-rec-3fe983a9623217c521ea,AN19.ENG.ef3,chief,ch iy f,1,iy,4ad4851b664ffb2baad65b34f58cd7738741dd5850bd3d2a2b25bd5af6ae0c8e
AN19-rec-3fe983a9623217c521ea:phone:3,AN19-rec-3fe983a9623217c521ea,AN19.ENG.ef3,chief,ch iy f,2,f,4ad4851b664ffb2baad65b34f58cd7738741dd5850bd3d2a2b25bd5af6ae0c8e
AN19-rec-4012826f87c4aa56a7d9:phone:1,AN19-rec-4012826f87c4aa56a7d9,AN19.ENG.ef1,pawn,p ao n,0,p,c522c04cd41fb540917acbaf675429d1db4dfc23b4fde26ace0c96d94d20290a
AN19-rec-4012826f87c4aa56a7d9:phone:2,AN19-rec-4012826f87c4aa56a7d9,AN19.ENG.ef1,pawn,p ao n,1,ao,c522c04cd41fb540917acbaf675429d1db4dfc23b4fde26ace0c96d94d20290a
AN19-rec-403b17c67a2025f99003:phone:1,AN19-rec-403b17c67a2025f99003,AN19.ENG.ef2,kin,k ih n,0,k,523228db0a9bffeaf612592a6d1129c1afffd12a864456292106b75be8895dfd
AN19-rec-403b17c67a2025f99003:phone:2,AN19-rec-403b17c67a2025f99003,AN19.ENG.ef2,kin,k ih n,1,ih,523228db0a9bffeaf612592a6d1129c1afffd12a864456292106b75be8895dfd
AN19-rec-403b17c67a2025f99003:phone:3,AN19-rec-403b17c67a2025f99003,AN19.ENG.ef2,kin,k ih n,2,n,523228db0a9bffeaf612592a6d1129c1afffd12a864456292106b75be8895dfd
AN19-rec-404078f914badc337951:phone:1,AN19-rec-404078f914badc337951,AN19.ENG.em2,gut,g ah t,0,g,7175a1e419a4a7b0fdf54ec3293615a3120573bea233a8aed0e2bced5f360cea
AN19-rec-404078f914badc337951:phone:2,AN19-rec-404078f914badc337951,AN19.ENG.em2,gut,g ah t,1,ah,7175a1e419a4a7b0fdf54ec3293615a3120573bea233a8aed0e2bced5f360cea
AN19-rec-404078f914badc337951:phone:3,AN19-rec-404078f914badc337951,AN19.ENG.em2,gut,g ah t,2,t,7175a1e419a4a7b0fdf54ec3293615a3120573bea233a8aed0e2bced5f360cea
AN19-rec-409731668b7d3d11cd80:phone:1,AN19-rec-409731668b7d3d11cd80,AN19.ENG.em1,hack,hh ae k,0,hh,3554146d80687afa48a9bcb31af97e3806cd913832ff9be574dd444194d95925
AN19-rec-409731668b7d3d11cd80:phone:3,AN19-rec-409731668b7d3d11cd80,AN19.ENG.em1,hack,hh ae k,2,k,3554146d80687afa48a9bcb31af97e3806cd913832ff9be574dd444194d95925
AN19-rec-40c20ddfa53e0cbf30d7:phone:1,AN19-rec-40c20ddfa53e0cbf30d7,AN19.ENG.em2,wail,w ey l,0,w,9a2548b7660426e7400f63c9b2cff51074ac33f344833d072262112974bd1d96
AN19-rec-40c20ddfa53e0cbf30d7:phone:2,AN19-rec-40c20ddfa53e0cbf30d7,AN19.ENG.em2,wail,w ey l,1,ey,9a2548b7660426e7400f63c9b2cff51074ac33f344833d072262112974bd1d96
AN19-rec-40c20ddfa53e0cbf30d7:phone:3,AN19-rec-40c20ddfa53e0cbf30d7,AN19.ENG.em2,wail,w ey l,2,l,9a2548b7660426e7400f63c9b2cff51074ac33f344833d072262112974bd1d96
AN19-rec-40c86335438a00449469:phone:1,AN19-rec-40c86335438a00449469,AN19.ENG.em3,balm,b aa m,0,b,f5d094ae72f291e3a5d866a876083523fe9dcbbed6b95ea96a0287bc925093b6
AN19-rec-40c86335438a00449469:phone:2,AN19-rec-40c86335438a00449469,AN19.ENG.em3,balm,b aa m,1,aa,f5d094ae72f291e3a5d866a876083523fe9dcbbed6b95ea96a0287bc925093b6
AN19-rec-40df185fe4a1d17f189d:phone:1,AN19-rec-40df185fe4a1d17f189d,AN19.ENG.em1,beak,b iy k,0,b,9cb3e1947d2848f5cebbeec384a381aa8485e75917957730b5eaf95d8b289b52
AN19-rec-40df185fe4a1d17f189d:phone:2,AN19-rec-40df185fe4a1d17f189d,AN19.ENG.em1,beak,b iy k,1,iy,9cb3e1947d2848f5cebbeec384a381aa8485e75917957730b5eaf95d8b289b52
AN19-rec-40df185fe4a1d17f189d:phone:3,AN19-rec-40df185fe4a1d17f189d,AN19.ENG.em1,beak,b iy k,2,k,9cb3e1947d2848f5cebbeec384a381aa8485e75917957730b5eaf95d8b289b52
AN19-rec-4143854c668271ba3d22:phone:2,AN19-rec-4143854c668271ba3d22,AN19.ENG.em2,teat,t iy t,1,iy,d09c5d994693751522eb37ca9d1a9e436bfda47af37c4eb5e5a6d5a94dd0658c
AN19-rec-4166169b833280e74d11:phone:1,AN19-rec-4166169b833280e74d11,AN19.ENG.ef2,path,p ae th,0,p,daffde4a5479386485b0635a95be016459af5dea4631912d7125e8da27ef770c
AN19-rec-4166169b833280e74d11:phone:3,AN19-rec-4166169b833280e74d11,AN19.ENG.ef2,path,p ae th,2,th,daffde4a5479386485b0635a95be016459af5dea4631912d7125e8da27ef770c
AN19-rec-41ec939754efa0128e0d:phone:1,AN19-rec-41ec939754efa0128e0d,AN19.ENG.em1,king,k ih ng,0,k,89d1cb06c89e57a7d70c71907342abae70193c39a0acbc8f0354d33466f314fb
AN19-rec-41ec939754efa0128e0d:phone:2,AN19-rec-41ec939754efa0128e0d,AN19.ENG.em1,king,k ih ng,1,ih,89d1cb06c89e57a7d70c71907342abae70193c39a0acbc8f0354d33466f314fb
AN19-rec-41ec939754efa0128e0d:phone:3,AN19-rec-41ec939754efa0128e0d,AN19.ENG.em1,king,k ih ng,2,ng,89d1cb06c89e57a7d70c71907342abae70193c39a0acbc8f0354d33466f314fb
AN19-rec-4297f0e4bf245b81ee7a:phone:2,AN19-rec-4297f0e4bf245b81ee7a,AN19.ENG.em2,beak,b iy k,1,iy,2ee6390e27be5b403f500da25506ec134cb77eb72bbe2b74760c3385944b3046
AN19-rec-4297f0e4bf245b81ee7a:phone:3,AN19-rec-4297f0e4bf245b81ee7a,AN19.ENG.em2,beak,b iy k,2,k,2ee6390e27be5b403f500da25506ec134cb77eb72bbe2b74760c3385944b3046
AN19-rec-42dbd6496bb631f03e4e:phone:2,AN19-rec-42dbd6496bb631f03e4e,AN19.ENG.em1,moan,m ow n,1,ow,72f16b91be97f51bd429dcac25ac91e04063419a262069d7541f96c715555e49
AN19-rec-42dbd6496bb631f03e4e:phone:3,AN19-rec-42dbd6496bb631f03e4e,AN19.ENG.em1,moan,m ow n,2,n,72f16b91be97f51bd429dcac25ac91e04063419a262069d7541f96c715555e49
AN19-rec-42f9635ef1963d09142b:phone:2,AN19-rec-42f9635ef1963d09142b,AN19.ENG.ef1,was,w aa z,1,aa,2ef5a8cb18897c630894cdddd4882a0b4fbed4c9462c573f7ee60c93f2dbd982
AN19-rec-430a03dfc611788758ab:phone:2,AN19-rec-430a03dfc611788758ab,AN19.ENG.em2,rum,r ah m,1,ah,4abac874f122be46370ad75f30acf9d0602b06cb3a6f79a8c754646670a09296
AN19-rec-435d5c84b53d978d0ebb:phone:2,AN19-rec-435d5c84b53d978d0ebb,AN19.ENG.em1,real,r iy l,1,iy,e6a0d0cd81c6c527be275f44d35e7b8ab6b99b2c6e9439bd976f58bbcf762fed
AN19-rec-4367cb79797cef0be351:phone:1,AN19-rec-4367cb79797cef0be351,AN19.ENG.em3,hack,hh ae k,0,hh,baa36456e63166e00a90f5d35a9d39ec22fe6970f0202e4c623970e30c88a33f
AN19-rec-4367cb79797cef0be351:phone:3,AN19-rec-4367cb79797cef0be351,AN19.ENG.em3,hack,hh ae k,2,k,baa36456e63166e00a90f5d35a9d39ec22fe6970f0202e4c623970e30c88a33f
AN19-rec-43899f6f83c8be1b37b4:phone:1,AN19-rec-43899f6f83c8be1b37b4,AN19.ENG.ef1,soak,s ow k,0,s,20768d8d07b98554615016d6a568b4eb58a22cf856325e13a607fa8d6a6781fe
AN19-rec-43899f6f83c8be1b37b4:phone:2,AN19-rec-43899f6f83c8be1b37b4,AN19.ENG.ef1,soak,s ow k,1,ow,20768d8d07b98554615016d6a568b4eb58a22cf856325e13a607fa8d6a6781fe
AN19-rec-438bd9dc8ab284518a36:phone:1,AN19-rec-438bd9dc8ab284518a36,AN19.ENG.em1,move,m uw v,0,m,765d27a8f176d34ec84f6359ffbccaf8dcb97accb1665296950cd9c07619df67
AN19-rec-438bd9dc8ab284518a36:phone:3,AN19-rec-438bd9dc8ab284518a36,AN19.ENG.em1,move,m uw v,2,v,765d27a8f176d34ec84f6359ffbccaf8dcb97accb1665296950cd9c07619df67
AN19-rec-43b03ad9dd9439f47ee6:phone:1,AN19-rec-43b03ad9dd9439f47ee6,AN19.ENG.em3,jack,jh ae k,0,jh,cd8532f4a44e98fe3d73015d465c67cb8db106dbd60f34ca4402182698f88e2b
AN19-rec-43b03ad9dd9439f47ee6:phone:2,AN19-rec-43b03ad9dd9439f47ee6,AN19.ENG.em3,jack,jh ae k,1,ae,cd8532f4a44e98fe3d73015d465c67cb8db106dbd60f34ca4402182698f88e2b
AN19-rec-43b03ad9dd9439f47ee6:phone:3,AN19-rec-43b03ad9dd9439f47ee6,AN19.ENG.em3,jack,jh ae k,2,k,cd8532f4a44e98fe3d73015d465c67cb8db106dbd60f34ca4402182698f88e2b
AN19-rec-4422c340a380596e2607:phone:1,AN19-rec-4422c340a380596e2607,AN19.ENG.em3,lace,l ey s,0,l,b475f5f0de3787678cc721854e0a8fb5466185bd83a1c2170a9faf75890be93a
AN19-rec-4422c340a380596e2607:phone:2,AN19-rec-4422c340a380596e2607,AN19.ENG.em3,lace,l ey s,1,ey,b475f5f0de3787678cc721854e0a8fb5466185bd83a1c2170a9faf75890be93a
AN19-rec-4422c340a380596e2607:phone:3,AN19-rec-4422c340a380596e2607,AN19.ENG.em3,lace,l ey s,2,s,b475f5f0de3787678cc721854e0a8fb5466185bd83a1c2170a9faf75890be93a
AN19-rec-4472afc919c56254e408:phone:1,AN19-rec-4472afc919c56254e408,AN19.ENG.ef2,rut,r ah t,0,r,5608097606abcf5d7ff30265e4747fd1722b9f2b6a5c47f8249ba0f7172b7bf7
AN19-rec-4472afc919c56254e408:phone:2,AN19-rec-4472afc919c56254e408,AN19.ENG.ef2,rut,r ah t,1,ah,5608097606abcf5d7ff30265e4747fd1722b9f2b6a5c47f8249ba0f7172b7bf7
AN19-rec-4472afc919c56254e408:phone:3,AN19-rec-4472afc919c56254e408,AN19.ENG.ef2,rut,r ah t,2,t,5608097606abcf5d7ff30265e4747fd1722b9f2b6a5c47f8249ba0f7172b7bf7
AN19-rec-44a73c54bf04517f43f7:phone:1,AN19-rec-44a73c54bf04517f43f7,AN19.ENG.ef1,learn,l er n,0,l,bfa34b8deaaa2590fc7c5ab5ce0ca369f3ca6ce4204ac56e2b278ba590af48f5
AN19-rec-44a73c54bf04517f43f7:phone:2,AN19-rec-44a73c54bf04517f43f7,AN19.ENG.ef1,learn,l er n,1,er,bfa34b8deaaa2590fc7c5ab5ce0ca369f3ca6ce4204ac56e2b278ba590af48f5
AN19-rec-44a73c54bf04517f43f7:phone:3,AN19-rec-44a73c54bf04517f43f7,AN19.ENG.ef1,learn,l er n,2,n,bfa34b8deaaa2590fc7c5ab5ce0ca369f3ca6ce4204ac56e2b278ba590af48f5
AN19-rec-4510139712ea54e71ccb:phone:1,AN19-rec-4510139712ea54e71ccb,AN19.ENG.ef2,mat,m ae t,0,m,9deeb3ba23fe2a25e7b96ecea86f3c7b4bf55dafc15338c54d826b9a1e747e18
AN19-rec-4510139712ea54e71ccb:phone:2,AN19-rec-4510139712ea54e71ccb,AN19.ENG.ef2,mat,m ae t,1,ae,9deeb3ba23fe2a25e7b96ecea86f3c7b4bf55dafc15338c54d826b9a1e747e18
AN19-rec-456ea301a505e52126cf:phone:1,AN19-rec-456ea301a505e52126cf,AN19.ENG.ef1,whore,hh ao r,0,hh,b94960737b16377437b103c4954c0fbbb8cc2b7acd77a0b38bab7628fcc42509
AN19-rec-456ea301a505e52126cf:phone:3,AN19-rec-456ea301a505e52126cf,AN19.ENG.ef1,whore,hh ao r,2,r,b94960737b16377437b103c4954c0fbbb8cc2b7acd77a0b38bab7628fcc42509
AN19-rec-464c6646fef70a7d7ac1:phone:2,AN19-rec-464c6646fef70a7d7ac1,AN19.ENG.ef3,hurl,hh er l,1,er,54bd5a7ffb6346be8603acd11e710f959c368a0fcc21dd32c682e31f10197313
AN19-rec-464c6646fef70a7d7ac1:phone:3,AN19-rec-464c6646fef70a7d7ac1,AN19.ENG.ef3,hurl,hh er l,2,l,54bd5a7ffb6346be8603acd11e710f959c368a0fcc21dd32c682e31f10197313
AN19-rec-46dadd2e0f7948779803:phone:1,AN19-rec-46dadd2e0f7948779803,AN19.ENG.em3,lice,l ay s,0,l,9bf2ea5127a22b3eccf452ab8a3f925e0014e57d4c7757abca1c8d6195c5219f
AN19-rec-46dadd2e0f7948779803:phone:2,AN19-rec-46dadd2e0f7948779803,AN19.ENG.em3,lice,l ay s,1,ay,9bf2ea5127a22b3eccf452ab8a3f925e0014e57d4c7757abca1c8d6195c5219f
AN19-rec-46dadd2e0f7948779803:phone:3,AN19-rec-46dadd2e0f7948779803,AN19.ENG.em3,lice,l ay s,2,s,9bf2ea5127a22b3eccf452ab8a3f925e0014e57d4c7757abca1c8d6195c5219f
AN19-rec-4742d4408088a974ea29:phone:1,AN19-rec-4742d4408088a974ea29,AN19.ENG.em3,pawn,p ao n,0,p,665299c3a8be5ac9c698d687ac38212393db53125bff4d900681c428fd960acd
AN19-rec-4742d4408088a974ea29:phone:3,AN19-rec-4742d4408088a974ea29,AN19.ENG.em3,pawn,p ao n,2,n,665299c3a8be5ac9c698d687ac38212393db53125bff4d900681c428fd960acd
AN19-rec-485e7d43527f4bebcec5:phone:1,AN19-rec-485e7d43527f4bebcec5,AN19.ENG.ef1,rim,r ih m,0,r,64d7f626f89d806e7b08d574df03d00664ee5f23bc130804066a33207559a769
AN19-rec-485e7d43527f4bebcec5:phone:2,AN19-rec-485e7d43527f4bebcec5,AN19.ENG.ef1,rim,r ih m,1,ih,64d7f626f89d806e7b08d574df03d00664ee5f23bc130804066a33207559a769
AN19-rec-485e7d43527f4bebcec5:phone:3,AN19-rec-485e7d43527f4bebcec5,AN19.ENG.ef1,rim,r ih m,2,m,64d7f626f89d806e7b08d574df03d00664ee5f23bc130804066a33207559a769
AN19-rec-48652c7046c041551267:phone:1,AN19-rec-48652c7046c041551267,AN19.ENG.ef2,mote,m ow t,0,m,b68fe6799ff28103709de21bd30c16956109326ff1267983624be0274f80e9e6
AN19-rec-48652c7046c041551267:phone:2,AN19-rec-48652c7046c041551267,AN19.ENG.ef2,mote,m ow t,1,ow,b68fe6799ff28103709de21bd30c16956109326ff1267983624be0274f80e9e6
AN19-rec-48652c7046c041551267:phone:3,AN19-rec-48652c7046c041551267,AN19.ENG.ef2,mote,m ow t,2,t,b68fe6799ff28103709de21bd30c16956109326ff1267983624be0274f80e9e6
AN19-rec-48d079dd7e4685b9e2ed:phone:1,AN19-rec-48d079dd7e4685b9e2ed,AN19.ENG.em2,long,l ao ng,0,l,696e8c94c20ee4677c669fb7c0a996e8e734db055469c87b87db1c42de0e9c9f
AN19-rec-48d079dd7e4685b9e2ed:phone:2,AN19-rec-48d079dd7e4685b9e2ed,AN19.ENG.em2,long,l ao ng,1,ao,696e8c94c20ee4677c669fb7c0a996e8e734db055469c87b87db1c42de0e9c9f
AN19-rec-48d079dd7e4685b9e2ed:phone:3,AN19-rec-48d079dd7e4685b9e2ed,AN19.ENG.em2,long,l ao ng,2,ng,696e8c94c20ee4677c669fb7c0a996e8e734db055469c87b87db1c42de0e9c9f
AN19-rec-490b5ae30f7e07dd9c32:phone:1,AN19-rec-490b5ae30f7e07dd9c32,AN19.ENG.ef3,bean,b iy n,0,b,dc4b893805c07a541f9d158f582c10d6060426568f179a83468b2fcc1490eab3
AN19-rec-490b5ae30f7e07dd9c32:phone:2,AN19-rec-490b5ae30f7e07dd9c32,AN19.ENG.ef3,bean,b iy n,1,iy,dc4b893805c07a541f9d158f582c10d6060426568f179a83468b2fcc1490eab3
AN19-rec-490b5ae30f7e07dd9c32:phone:3,AN19-rec-490b5ae30f7e07dd9c32,AN19.ENG.ef3,bean,b iy n,2,n,dc4b893805c07a541f9d158f582c10d6060426568f179a83468b2fcc1490eab3
AN19-rec-4a1e5b086d517280c570:phone:1,AN19-rec-4a1e5b086d517280c570,AN19.ENG.em1,check,ch eh k,0,ch,e5609ecb894fff61c85c1b8337220333fdd888ce66a82ef3e728fe6afc8ee55e
AN19-rec-4a1e5b086d517280c570:phone:2,AN19-rec-4a1e5b086d517280c570,AN19.ENG.em1,check,ch eh k,1,eh,e5609ecb894fff61c85c1b8337220333fdd888ce66a82ef3e728fe6afc8ee55e
AN19-rec-4abca689f66dafbeff97:phone:1,AN19-rec-4abca689f66dafbeff97,AN19.ENG.em2,soil,s oy l,0,s,7fbd3f485df13a2b27460e461d736a1494fb1e2debf87df069e9d33b16357b80
AN19-rec-4abca689f66dafbeff97:phone:2,AN19-rec-4abca689f66dafbeff97,AN19.ENG.em2,soil,s oy l,1,oy,7fbd3f485df13a2b27460e461d736a1494fb1e2debf87df069e9d33b16357b80
AN19-rec-4abca689f66dafbeff97:phone:3,AN19-rec-4abca689f66dafbeff97,AN19.ENG.em2,soil,s oy l,2,l,7fbd3f485df13a2b27460e461d736a1494fb1e2debf87df069e9d33b16357b80
AN19-rec-4ad1c74a904cac94dd06:phone:2,AN19-rec-4ad1c74a904cac94dd06,AN19.ENG.em3,bum,b ah m,1,ah,943df74d2146a5538700c5e5b74d29bbaa122d60e1aa4a45b5f4976395e3fc07
AN19-rec-4ad1c74a904cac94dd06:phone:3,AN19-rec-4ad1c74a904cac94dd06,AN19.ENG.em3,bum,b ah m,2,m,943df74d2146a5538700c5e5b74d29bbaa122d60e1aa4a45b5f4976395e3fc07
AN19-rec-4b2c5e24818b676396db:phone:1,AN19-rec-4b2c5e24818b676396db,AN19.ENG.ef1,balm,b aa m,0,b,3905044542b98792925ab0bce84088f8b18626bca2391118d5432dc00c9541ee
AN19-rec-4b2c5e24818b676396db:phone:2,AN19-rec-4b2c5e24818b676396db,AN19.ENG.ef1,balm,b aa m,1,aa,3905044542b98792925ab0bce84088f8b18626bca2391118d5432dc00c9541ee
AN19-rec-4b2c5e24818b676396db:phone:3,AN19-rec-4b2c5e24818b676396db,AN19.ENG.ef1,balm,b aa m,2,m,3905044542b98792925ab0bce84088f8b18626bca2391118d5432dc00c9541ee
AN19-rec-4b5f0446c8253362eeca:phone:1,AN19-rec-4b5f0446c8253362eeca,AN19.ENG.ef2,white,w ay t,0,w,65ef4b69b93eff5afe573381862b290ac7ca2660a2809ee39c13b9abe782c6b9
AN19-rec-4b5f0446c8253362eeca:phone:3,AN19-rec-4b5f0446c8253362eeca,AN19.ENG.ef2,white,w ay t,2,t,65ef4b69b93eff5afe573381862b290ac7ca2660a2809ee39c13b9abe782c6b9
AN19-rec-4bb293667ada582f6652:phone:2,AN19-rec-4bb293667ada582f6652,AN19.ENG.ef1,pull,p uh l,1,uh,afca0bbede54195682398e836e72f0d8b96bcee825ba9a8ccf5757393ffe82b5
AN19-rec-4bb293667ada582f6652:phone:3,AN19-rec-4bb293667ada582f6652,AN19.ENG.ef1,pull,p uh l,2,l,afca0bbede54195682398e836e72f0d8b96bcee825ba9a8ccf5757393ffe82b5
AN19-rec-4bd0ae3ad200db9373e7:phone:1,AN19-rec-4bd0ae3ad200db9373e7,AN19.ENG.ef1,mat,m ae t,0,m,e5c672c13018d5f5e7014df1059ecccfbba5f03dca814de9fee924d436b6f434
AN19-rec-4bd0ae3ad200db9373e7:phone:2,AN19-rec-4bd0ae3ad200db9373e7,AN19.ENG.ef1,mat,m ae t,1,ae,e5c672c13018d5f5e7014df1059ecccfbba5f03dca814de9fee924d436b6f434
AN19-rec-4bd0ae3ad200db9373e7:phone:3,AN19-rec-4bd0ae3ad200db9373e7,AN19.ENG.ef1,mat,m ae t,2,t,e5c672c13018d5f5e7014df1059ecccfbba5f03dca814de9fee924d436b6f434
AN19-rec-4bd50325d60357cf236d:phone:1,AN19-rec-4bd50325d60357cf236d,AN19.ENG.em3,vice,v ay s,0,v,d3c33f5c7f948ba7ed7e27d9e48e6c9b5594613c6311724a8c1aff0392da5d19
AN19-rec-4bd50325d60357cf236d:phone:2,AN19-rec-4bd50325d60357cf236d,AN19.ENG.em3,vice,v ay s,1,ay,d3c33f5c7f948ba7ed7e27d9e48e6c9b5594613c6311724a8c1aff0392da5d19
AN19-rec-4c3c68d71553b4e29ab2:phone:1,AN19-rec-4c3c68d71553b4e29ab2,AN19.ENG.ef2,bug,b ah g,0,b,f0ae1431f31f8abd8d66c45b4d9dc353cde5d7859dc5823dfef851de0c2d169e
AN19-rec-4c3c68d71553b4e29ab2:phone:2,AN19-rec-4c3c68d71553b4e29ab2,AN19.ENG.ef2,bug,b ah g,1,ah,f0ae1431f31f8abd8d66c45b4d9dc353cde5d7859dc5823dfef851de0c2d169e
AN19-rec-4c3c68d71553b4e29ab2:phone:3,AN19-rec-4c3c68d71553b4e29ab2,AN19.ENG.ef2,bug,b ah g,2,g,f0ae1431f31f8abd8d66c45b4d9dc353cde5d7859dc5823dfef851de0c2d169e
AN19-rec-4cdc0a0d8b602186f2c1:phone:1,AN19-rec-4cdc0a0d8b602186f2c1,AN19.ENG.ef1,wad,w aa d,0,w,b599e8e07f0bc5841ff56aca817e0448ae4eb96e8c625952d731c91c033d1719
AN19-rec-4cdc0a0d8b602186f2c1:phone:2,AN19-rec-4cdc0a0d8b602186f2c1,AN19.ENG.ef1,wad,w aa d,1,aa,b599e8e07f0bc5841ff56aca817e0448ae4eb96e8c625952d731c91c033d1719
AN19-rec-4cdc0a0d8b602186f2c1:phone:3,AN19-rec-4cdc0a0d8b602186f2c1,AN19.ENG.ef1,wad,w aa d,2,d,b599e8e07f0bc5841ff56aca817e0448ae4eb96e8c625952d731c91c033d1719
AN19-rec-4d7baed1f6475f81d679:phone:1,AN19-rec-4d7baed1f6475f81d679,AN19.ENG.ef1,thick,th ih k,0,th,c2b1adccfd73c66a414dc9de782c2a84a7132aaa83d8a83ccfb67ebd799d8b73
AN19-rec-4d7baed1f6475f81d679:phone:2,AN19-rec-4d7baed1f6475f81d679,AN19.ENG.ef1,thick,th ih k,1,ih,c2b1adccfd73c66a414dc9de782c2a84a7132aaa83d8a83ccfb67ebd799d8b73
AN19-rec-4d7baed1f6475f81d679:phone:3,AN19-rec-4d7baed1f6475f81d679,AN19.ENG.ef1,thick,th ih k,2,k,c2b1adccfd73c66a414dc9de782c2a84a7132aaa83d8a83ccfb67ebd799d8b73
