dataset_id,feature_key,scope,fold,model_id,formula,optimizer,random_structure,random_policy,selection_reason,n_rows,fit_ok,singular,convergence,warnings,error,log_likelihood,deviance,AIC,n_observations
AN19,mfcc39,cv_train,0.0,M_null,"cbind(response_correct, response_incorrect) ~ (1 | participant_id) + (1 | analysis_item_id)",bobyqa,participant_item_intercepts,participant_item,declared participant/item sensitivity structure; no automatic fallback,564,True,False,ok,,,-308.164106658267,421.409345901955,622.328213316533,564
AN19,mfcc39,cv_train,0.0,M_predictor,"cbind(response_correct, response_incorrect) ~ similarity_z + (1 | participant_id) + (1 | analysis_item_id)",bobyqa,participant_item_intercepts,participant_item,declared participant/item sensitivity structure; no automatic fallback,564,True,False,ok,,,-303.965458024511,428.970392557663,615.930916049021,564
AN19,mfcc39,cv_train,1.0,M_null,"cbind(response_correct, response_incorrect) ~ (1 | participant_id) + (1 | analysis_item_id)",bobyqa,participant_item_intercepts,participant_item,declared participant/item sensitivity structure; no automatic fallback,658,True,False,ok,,,-333.278119138763,441.353021332035,672.556238277526,658
AN19,mfcc39,cv_train,1.0,M_predictor,"cbind(response_correct, response_incorrect) ~ similarity_z + (1 | participant_id) + (1 | analysis_item_id)",bobyqa,participant_item_intercepts,participant_item,declared participant/item sensitivity structure; no automatic fallback,658,True,False,ok,,,-329.019851187775,447.957460022722,666.03970237555,658
AN19,mfcc39,cv_train,2.0,M_null,"cbind(response_correct, response_incorrect) ~ (1 | participant_id) + (1 | analysis_item_id)",bobyqa,participant_item_intercepts,participant_item,declared participant/item sensitivity structure; no automatic fallback,658,True,False,ok,,,-321.480565599112,418.527093303384,648.961131198224,658
AN19,mfcc39,cv_train,2.0,M_predictor,"cbind(response_correct, response_incorrect) ~ similarity_z + (1 | participant_id) + (1 | analysis_item_id)",bobyqa,participant_item_intercepts,participant_item,declared participant/item sensitivity structure; no automatic fallback,658,True,False,ok,,,-315.917116131312,425.539465676502,639.834232262625,658
AN19,mfcc39,full,,M_null,"cbind(response_correct, response_incorrect) ~ (1 | participant_id) + (1 | analysis_item_id)",bobyqa,participant_item_intercepts,participant_item,declared participant/item sensitivity structure; no automatic fallback,940,True,False,ok,,,-460.472068000329,663.196992538869,926.944136000659,940
AN19,mfcc39,full,,M_predictor,"cbind(response_correct, response_incorrect) ~ similarity_z + (1 | participant_id) + (1 | analysis_item_id)",bobyqa,participant_item_intercepts,participant_item,declared participant/item sensitivity structure; no automatic fallback,940,True,False,ok,,,-456.680097442044,671.060106451247,921.360194884089,940
AN19,strf24_legacy,cv_train,0.0,M_null,"cbind(response_correct, response_incorrect) ~ (1 | participant_id) + (1 | analysis_item_id)",bobyqa,participant_item_intercepts,participant_item,declared participant/item sensitivity structure; no automatic fallback,564,True,False,ok,,,-308.164106658267,421.409345901955,622.328213316533,564
AN19,strf24_legacy,cv_train,0.0,M_predictor,"cbind(response_correct, response_incorrect) ~ similarity_z + (1 | participant_id) + (1 | analysis_item_id)",bobyqa,participant_item_intercepts,participant_item,declared participant/item sensitivity structure; no automatic fallback,564,True,False,ok,,,-303.491005998279,429.729279974201,614.982011996558,564
AN19,strf24_legacy,cv_train,1.0,M_null,"cbind(response_correct, response_incorrect) ~ (1 | participant_id) + (1 | analysis_item_id)",bobyqa,participant_item_intercepts,participant_item,declared participant/item sensitivity structure; no automatic fallback,658,True,False,ok,,,-333.278119138763,441.353021332035,672.556238277526,658
AN19,strf24_legacy,cv_train,1.0,M_predictor,"cbind(response_correct, response_incorrect) ~ similarity_z + (1 | participant_id) + (1 | analysis_item_id)",bobyqa,participant_item_intercepts,participant_item,declared participant/item sensitivity structure; no automatic fallback,658,True,False,ok,,,-328.723704968921,447.874363059688,665.447409937842,658
AN19,strf24_legacy,cv_train,2.0,M_null,"cbind(response_correct, response_incorrect) ~ (1 | participant_id) + (1 | analysis_item_id)",bobyqa,participant_item_intercepts,participant_item,declared participant/item sensitivity structure; no automatic fallback,658,True,False,ok,,,-321.480565599112,418.527093303384,648.961131198224,658
AN19,strf24_legacy,cv_train,2.0,M_predictor,"cbind(response_correct, response_incorrect) ~ similarity_z + (1 | participant_id) + (1 | analysis_item_id)",bobyqa,participant_item_intercepts,participant_item,declared participant/item sensitivity structure; no automatic fallback,658,True,False,ok,,,-317.847632755299,426.873951687187,643.695265510597,658
AN19,strf24_legacy,full,,M_null,"cbind(response_correct, response_incorrect) ~ (1 | participant_id) + (1 | analysis_item_id)",bobyqa,participant_item_intercepts,participant_item,declared participant/item sensitivity structure; no automatic fallback,940,True,False,ok,,,-460.472068000329,663.196992538869,926.944136000659,940
AN19,strf24_legacy,full,,M_predictor,"cbind(response_correct, response_incorrect) ~ similarity_z + (1 | participant_id) + (1 | analysis_item_id)",bobyqa,participant_item_intercepts,participant_item,declared participant/item sensitivity structure; no automatic fallback,940,True,False,ok,,,-456.987233317422,671.480635556072,921.974466634844,940
