interval_id,recording_id,speaker_id,language,branch,comparison_word,canonical_sequence,canonical_position,canonical_phone,mean_similarity,mean_reference_dtw,n_reference_speakers,n_reference_recordings,instance_weight
AN19-rec-318c77695317580bfc82:phone:2,AN19-rec-318c77695317580bfc82,AN19.SPA.sm5,Spanish,Romance,league,l iy g,1,iy,3.466651452066756e-10,32.47080921355241,6,6,0.006896551724137931
AN19-rec-318c77695317580bfc82:phone:3,AN19-rec-318c77695317580bfc82,AN19.SPA.sm5,Spanish,Romance,league,l iy g,2,g,1.7572761419495045e-05,21.391335784695983,6,6,0.006896551724137931
AN19-rec-319d49340b89a5f6e8dc:phone:2,AN19-rec-319d49340b89a5f6e8dc,AN19.MIX.if6,Somali,Afro-Asiatic,caught,k aa t,1,aa,0.006741381476704218,72.25952070513458,6,6,0.007246376811594203
AN19-rec-31b38680e8da3d2f2c73:phone:3,AN19-rec-31b38680e8da3d2f2c73,AN19.SPA.sf6,Spanish,Romance,lame,l ey m,2,m,7.745679149811793e-10,29.303237439178695,6,6,0.007042253521126761
AN19-rec-31df69ae344fc221288f:phone:1,AN19-rec-31df69ae344fc221288f,AN19.MIX.if4,German,Germanic,weed,w iy d,0,w,1.1366531924392085e-08,56.32690452177575,6,6,0.0072992700729927005
AN19-rec-32146632d1d8a24938e6:phone:2,AN19-rec-32146632d1d8a24938e6,AN19.SPA.sm3,Spanish,Romance,size,s ay z,1,ay,3.5916565694192254e-05,21.600350722127903,6,6,0.0072992700729927005
AN19-rec-3217df072a8898f0d4ca:phone:3,AN19-rec-3217df072a8898f0d4ca,AN19.MIX.im4,Mandarin,Sino-Tibetan,fin,f ih n,2,n,1.936749810035617e-06,29.39416518297621,6,6,0.006993006993006993
AN19-rec-32391c7ee9ebaee66f13:phone:1,AN19-rec-32391c7ee9ebaee66f13,AN19.MIX.if4,German,Germanic,pool,p uw l,0,p,4.541064535236177e-06,23.220608163603345,6,6,0.0072992700729927005
AN19-rec-325443299ab42f3cbcc6:phone:1,AN19-rec-325443299ab42f3cbcc6,AN19.SPA.sm3,Spanish,Romance,league,l iy g,0,l,0.0022570784032605383,17.878418887179624,6,6,0.0072992700729927005
AN19-rec-325443299ab42f3cbcc6:phone:2,AN19-rec-325443299ab42f3cbcc6,AN19.SPA.sm3,Spanish,Romance,league,l iy g,1,iy,9.52582340339838e-06,19.33214449977006,6,6,0.0072992700729927005
AN19-rec-325443299ab42f3cbcc6:phone:3,AN19-rec-325443299ab42f3cbcc6,AN19.SPA.sm3,Spanish,Romance,league,l iy g,2,g,9.552483482081637e-08,28.391678618179316,6,6,0.0072992700729927005
AN19-rec-32756f55f1ac5d93febf:phone:1,AN19-rec-32756f55f1ac5d93febf,AN19.KOR.kf4,Korean,Koreanic,check,ch eh k,0,ch,1.9879264997551994e-14,68.66799682302108,6,6,0.0070921985815602835
AN19-rec-32aa7c22e06c6a0a96a3:phone:1,AN19-rec-32aa7c22e06c6a0a96a3,AN19.MIX.im1,Romanian,Romance,both,b ow th,0,b,2.3260195879852084e-06,20.865930034402272,6,6,0.006802721088435374
AN19-rec-32aa7c22e06c6a0a96a3:phone:3,AN19-rec-32aa7c22e06c6a0a96a3,AN19.MIX.im1,Romanian,Romance,both,b ow th,2,th,9.68949157464198e-12,32.79416005589051,6,6,0.006802721088435374
AN19-rec-32b216b0d106d15d3546:phone:3,AN19-rec-32b216b0d106d15d3546,AN19.MIX.if4,German,Germanic,peace,p iy s,2,s,0.004634082978111545,26.162983999325917,6,6,0.0072992700729927005
AN19-rec-32ccce2ef12a55bfa115:phone:1,AN19-rec-32ccce2ef12a55bfa115,AN19.MIX.if5,Japanese,Japonic,girl,g er l,0,g,1.5268407952682263e-09,34.55424988302871,6,6,0.006711409395973154
AN19-rec-32ddd1fa9314d07e3455:phone:3,AN19-rec-32ddd1fa9314d07e3455,AN19.MIX.im3,Russian,Slavic,dog,d ao g,2,g,1.0389985894665187e-05,47.304287731272815,6,6,0.006756756756756757
AN19-rec-32ee51d568f99bc79b76:phone:3,AN19-rec-32ee51d568f99bc79b76,AN19.SPA.sm5,Spanish,Romance,curve,k er v,2,v,2.0676063527502194e-05,18.457543835036528,6,6,0.006896551724137931
AN19-rec-32f566df4ee47466c6f4:phone:2,AN19-rec-32f566df4ee47466c6f4,AN19.MIX.im4,Mandarin,Sino-Tibetan,rat,r ae t,1,ae,0.052011044170107205,19.7676208130148,6,6,0.006993006993006993
AN19-rec-32fd80a8950217a8571e:phone:1,AN19-rec-32fd80a8950217a8571e,AN19.SPA.sm5,Spanish,Romance,give,g ih v,0,g,3.296962180588491e-07,24.46437001494125,6,6,0.006896551724137931
AN19-rec-33048b3e864c34ba746e:phone:3,AN19-rec-33048b3e864c34ba746e,AN19.KOR.kf4,Korean,Koreanic,peace,p iy s,2,s,5.049371257655831e-07,20.67001343538568,6,6,0.0070921985815602835
AN19-rec-330604e2b6912148eca1:phone:1,AN19-rec-330604e2b6912148eca1,AN19.MIX.if4,German,Germanic,hoot,hh uw t,0,hh,0.0011073959085237527,34.720623512112006,6,6,0.0072992700729927005
AN19-rec-330604e2b6912148eca1:phone:3,AN19-rec-330604e2b6912148eca1,AN19.MIX.if4,German,Germanic,hoot,hh uw t,2,t,1.108365634772054e-09,31.943175060361654,6,6,0.0072992700729927005
AN19-rec-3318290f012a5e99e6d1:phone:2,AN19-rec-3318290f012a5e99e6d1,AN19.SPA.sm4,Spanish,Romance,wrong,r ao ng,1,ao,6.812890982544453e-24,74.39667212718012,6,8,0.007194244604316547
AN19-rec-334af48cdd82d2979d1c:phone:1,AN19-rec-334af48cdd82d2979d1c,AN19.KOR.km2,Korean,Koreanic,balm,b aa m,0,b,0.0051442768779565015,50.13753013966925,6,6,0.006756756756756757
AN19-rec-33613a1696278291576c:phone:2,AN19-rec-33613a1696278291576c,AN19.SPA.sm2,Spanish,Romance,rat,r ae t,1,ae,0.0024771031135125726,19.27908598268601,6,6,0.007042253521126761
AN19-rec-336ac826080450be9c43:phone:1,AN19-rec-336ac826080450be9c43,AN19.MIX.if4,German,Germanic,thick,th ih k,0,th,1.6690723078654296e-19,73.77576287969985,6,6,0.0072992700729927005
AN19-rec-336ac826080450be9c43:phone:2,AN19-rec-336ac826080450be9c43,AN19.MIX.if4,German,Germanic,thick,th ih k,1,ih,2.1751715725212865e-21,60.63766476672739,6,6,0.0072992700729927005
AN19-rec-336d6c5012c968175cc5:phone:2,AN19-rec-336d6c5012c968175cc5,AN19.MIX.if4,German,Germanic,full,f uh l,1,uh,4.311399616793084e-07,24.704105064790884,6,6,0.0072992700729927005
AN19-rec-336e0970dec70fd52539:phone:2,AN19-rec-336e0970dec70fd52539,AN19.KOR.kf5,Korean,Koreanic,mat,m ae t,1,ae,4.912974347867863e-06,24.605637331924655,6,6,0.006993006993006993
AN19-rec-33747e7b102edf5a95d6:phone:2,AN19-rec-33747e7b102edf5a95d6,AN19.MIX.if1,Albanian,Albanian,long,l ao ng,1,ao,8.02935972383707e-06,32.79997186064912,6,6,0.0070921985815602835
AN19-rec-33747e7b102edf5a95d6:phone:3,AN19-rec-33747e7b102edf5a95d6,AN19.MIX.if1,Albanian,Albanian,long,l ao ng,2,ng,3.1608612326077072e-06,19.31604254244243,6,6,0.0070921985815602835
AN19-rec-33926ecbeb456339c1ab:phone:1,AN19-rec-33926ecbeb456339c1ab,AN19.SPA.sm2,Spanish,Romance,ship,sh ih p,0,sh,0.005822583874183031,8.007678816596346,6,6,0.007042253521126761
AN19-rec-33926ecbeb456339c1ab:phone:3,AN19-rec-33926ecbeb456339c1ab,AN19.SPA.sm2,Spanish,Romance,ship,sh ih p,2,p,1.3108939777089148e-06,17.158608578275434,6,6,0.007042253521126761
AN19-rec-3396401ca867c1de3453:phone:3,AN19-rec-3396401ca867c1de3453,AN19.MIX.im3,Russian,Slavic,faith,f ey th,2,th,6.913841951303678e-12,47.4435935619395,6,6,0.006756756756756757
AN19-rec-33b342326c6ac2804ea4:phone:2,AN19-rec-33b342326c6ac2804ea4,AN19.MIX.if6,Somali,Afro-Asiatic,suck,s ah k,1,ah,4.480833911007759e-24,76.58759313431456,6,6,0.007246376811594203
AN19-rec-33b76f3b6ea3669a6f8d:phone:1,AN19-rec-33b76f3b6ea3669a6f8d,AN19.KOR.km8,Korean,Koreanic,con,k aa n,0,k,0.031009198493012036,12.03338993834359,6,6,0.006896551724137931
AN19-rec-33b76f3b6ea3669a6f8d:phone:2,AN19-rec-33b76f3b6ea3669a6f8d,AN19.KOR.km8,Korean,Koreanic,con,k aa n,1,aa,4.157794435175214e-06,28.53915881704142,6,6,0.006896551724137931
AN19-rec-33c68580504396b5349e:phone:1,AN19-rec-33c68580504396b5349e,AN19.KOR.km6,Korean,Koreanic,hid,hh ih d,0,hh,8.944106277079875e-09,30.772231521040965,6,6,0.007042253521126761
AN19-rec-33c68580504396b5349e:phone:3,AN19-rec-33c68580504396b5349e,AN19.KOR.km6,Korean,Koreanic,hid,hh ih d,2,d,9.77574090925651e-07,33.642710089475514,6,6,0.007042253521126761
AN19-rec-33dba3a5048d1a1b08d7:phone:2,AN19-rec-33dba3a5048d1a1b08d7,AN19.KOR.km3,Korean,Koreanic,mace,m ey s,1,ey,0.0001182122636517588,22.53050561109534,6,6,0.006666666666666667
AN19-rec-33dba3a5048d1a1b08d7:phone:3,AN19-rec-33dba3a5048d1a1b08d7,AN19.KOR.km3,Korean,Koreanic,mace,m ey s,2,s,7.33192104579905e-12,49.12796112555025,6,6,0.006666666666666667
AN19-rec-33e6f501539ae7d4b245:phone:3,AN19-rec-33e6f501539ae7d4b245,AN19.MIX.if2,Dutch,Germanic,pad,p ae d,2,d,0.0008326055049933264,14.857151162084028,6,6,0.006944444444444444
AN19-rec-340251cc9426f87bc59a:phone:2,AN19-rec-340251cc9426f87bc59a,AN19.MIX.if2,Dutch,Germanic,was,w aa z,1,aa,5.5196771814099595e-05,21.202753521676048,6,6,0.006944444444444444
AN19-rec-3408704448c21713791f:phone:1,AN19-rec-3408704448c21713791f,AN19.MIX.if4,German,Germanic,gave,g ey v,0,g,5.872346183409169e-15,47.41329975567825,6,6,0.0072992700729927005
AN19-rec-341a6c32b1b9ed53e0e7:phone:3,AN19-rec-341a6c32b1b9ed53e0e7,AN19.KOR.km8,Korean,Koreanic,death,d eh th,2,th,5.660282078146097e-13,51.52009029525353,6,6,0.006896551724137931
AN19-rec-341f0cfaa393da9eed18:phone:3,AN19-rec-341f0cfaa393da9eed18,AN19.SPA.sm5,Spanish,Romance,serve,s er v,2,v,0.007460064502182603,12.685412427329116,6,6,0.006896551724137931
AN19-rec-343b2b02f27d99003aee:phone:3,AN19-rec-343b2b02f27d99003aee,AN19.SPA.sf4,Spanish,Romance,gas,g ae s,2,s,4.416496776995238e-09,43.60270259809615,6,6,0.0070921985815602835
AN19-rec-344a6e4092fea7b4a8fa:phone:1,AN19-rec-344a6e4092fea7b4a8fa,AN19.KOR.km7,Korean,Koreanic,chief,ch iy f,0,ch,6.015472187226849e-07,24.94529974527549,6,6,0.006711409395973154
AN19-rec-344a6e4092fea7b4a8fa:phone:2,AN19-rec-344a6e4092fea7b4a8fa,AN19.KOR.km7,Korean,Koreanic,chief,ch iy f,1,iy,0.00177644273676038,31.02295331183903,6,6,0.006711409395973154
AN19-rec-346eb82d1d425f4c9f2e:phone:2,AN19-rec-346eb82d1d425f4c9f2e,AN19.MIX.im6,Hindi,Indo-Aryan,mace,m ey s,1,ey,5.1469007900382664e-05,23.37097633100349,6,6,0.006711409395973154
AN19-rec-346eb82d1d425f4c9f2e:phone:3,AN19-rec-346eb82d1d425f4c9f2e,AN19.MIX.im6,Hindi,Indo-Aryan,mace,m ey s,2,s,8.738694147558367e-07,44.97895053790459,6,6,0.006711409395973154
AN19-rec-34757380fba731a00ff2:phone:1,AN19-rec-34757380fba731a00ff2,AN19.KOR.km3,Korean,Koreanic,soak,s ow k,0,s,6.688075373072407e-05,14.20407671204748,6,6,0.006666666666666667
AN19-rec-34757380fba731a00ff2:phone:2,AN19-rec-34757380fba731a00ff2,AN19.KOR.km3,Korean,Koreanic,soak,s ow k,1,ow,8.91000478796107e-07,29.32012954067795,6,6,0.006666666666666667
AN19-rec-3488ed5806bc55ea530e:phone:2,AN19-rec-3488ed5806bc55ea530e,AN19.SPA.sm6,Spanish,Romance,full,f uh l,1,uh,7.368671089662191e-06,30.92437021698065,6,6,0.006756756756756757
AN19-rec-348d75ea59a67da539fb:phone:2,AN19-rec-348d75ea59a67da539fb,AN19.KOR.kf5,Korean,Koreanic,rhyme,r ay m,1,ay,1.1024482023070323e-05,30.430198125534197,6,6,0.006993006993006993
AN19-rec-348d75ea59a67da539fb:phone:3,AN19-rec-348d75ea59a67da539fb,AN19.KOR.kf5,Korean,Koreanic,rhyme,r ay m,2,m,6.393093934353222e-11,41.282526228413126,6,6,0.006993006993006993
AN19-rec-34cbfcd9635cf5a70b90:phone:2,AN19-rec-34cbfcd9635cf5a70b90,AN19.MIX.if3,French,Romance,watch,w aa ch,1,aa,1.0840250416570924e-33,106.90260768633988,6,6,0.006993006993006993
AN19-rec-34d1be67987f33d9f12c:phone:1,AN19-rec-34d1be67987f33d9f12c,AN19.KOR.km3,Korean,Koreanic,page,p ey jh,0,p,0.03650680491471772,10.301903246836622,6,6,0.006666666666666667
AN19-rec-34d1be67987f33d9f12c:phone:3,AN19-rec-34d1be67987f33d9f12c,AN19.KOR.km3,Korean,Koreanic,page,p ey jh,2,jh,6.048090385257266e-14,58.70921472036466,6,6,0.006666666666666667
AN19-rec-34dc8d32a7f987fc9f50:phone:1,AN19-rec-34dc8d32a7f987fc9f50,AN19.KOR.km8,Korean,Koreanic,rough,r ah f,0,r,1.2506199124060758e-07,23.56137216931521,6,6,0.006896551724137931
AN19-rec-34eff15b0481c3577d5e:phone:1,AN19-rec-34eff15b0481c3577d5e,AN19.MIX.im3,Russian,Slavic,league,l iy g,0,l,1.2342670482539236e-07,30.53137818907042,6,6,0.006756756756756757
AN19-rec-34eff15b0481c3577d5e:phone:2,AN19-rec-34eff15b0481c3577d5e,AN19.MIX.im3,Russian,Slavic,league,l iy g,1,iy,3.1430184619075794e-05,16.823447039540998,6,6,0.006756756756756757
AN19-rec-34eff15b0481c3577d5e:phone:3,AN19-rec-34eff15b0481c3577d5e,AN19.MIX.im3,Russian,Slavic,league,l iy g,2,g,3.580722081830105e-07,28.77555954672626,6,6,0.006756756756756757
AN19-rec-34f163934fd7e9d92868:phone:1,AN19-rec-34f163934fd7e9d92868,AN19.KOR.kf5,Korean,Koreanic,cheer,ch ih r,0,ch,2.432715079501402e-06,43.16956921309316,6,6,0.006993006993006993
AN19-rec-34f163934fd7e9d92868:phone:3,AN19-rec-34f163934fd7e9d92868,AN19.KOR.kf5,Korean,Koreanic,cheer,ch ih r,2,r,0.0002745750237633956,17.363161565393074,6,6,0.006993006993006993
AN19-rec-34f7645ee44bc8accce6:phone:3,AN19-rec-34f7645ee44bc8accce6,AN19.SPA.sf4,Spanish,Romance,thought,th ao t,2,t,2.7170722503518463e-34,86.3352224049117,6,6,0.0070921985815602835
AN19-rec-3500efa9ec0d2ca94929:phone:2,AN19-rec-3500efa9ec0d2ca94929,AN19.KOR.kf3,Korean,Koreanic,lose,l uw z,1,uw,1.4816257218418178e-22,78.24769828021819,6,6,0.007246376811594203
AN19-rec-352491e454c58da41d3f:phone:2,AN19-rec-352491e454c58da41d3f,AN19.SPA.sf4,Spanish,Romance,shape,sh ey p,1,ey,0.0001720959358465162,18.47709246725402,6,6,0.0070921985815602835
AN19-rec-3527f72c9670ab3811c8:phone:2,AN19-rec-3527f72c9670ab3811c8,AN19.MIX.im2,Bengali,Indo-Aryan,sill,s ih l,1,ih,8.196841760653091e-05,13.383638756801831,6,6,0.007246376811594203
AN19-rec-352c5f6d6f4a50337e55:phone:1,AN19-rec-352c5f6d6f4a50337e55,AN19.SPA.sf1,Spanish,Romance,pool,p uw l,0,p,4.840246294283709e-12,33.16150580113387,6,6,0.006896551724137931
AN19-rec-3537a002d5ba66db42ae:phone:3,AN19-rec-3537a002d5ba66db42ae,AN19.KOR.kf6,Korean,Koreanic,job,jh aa b,2,b,2.057510613090602e-07,49.39367710015381,6,6,0.007042253521126761
AN19-rec-3541f43ba088ecdbc2c2:phone:1,AN19-rec-3541f43ba088ecdbc2c2,AN19.MIX.if6,Somali,Afro-Asiatic,league,l iy g,0,l,0.00018235827534167422,25.750496953379045,6,6,0.007246376811594203
AN19-rec-3541f43ba088ecdbc2c2:phone:2,AN19-rec-3541f43ba088ecdbc2c2,AN19.MIX.if6,Somali,Afro-Asiatic,league,l iy g,1,iy,2.8272904179828704e-19,52.24525319745137,6,6,0.007246376811594203
AN19-rec-3541f43ba088ecdbc2c2:phone:3,AN19-rec-3541f43ba088ecdbc2c2,AN19.MIX.if6,Somali,Afro-Asiatic,league,l iy g,2,g,4.008864457882506e-05,16.0960569322555,6,6,0.007246376811594203
AN19-rec-35556a089cf264655b06:phone:2,AN19-rec-35556a089cf264655b06,AN19.MIX.im1,Romanian,Romance,vice,v ay s,1,ay,8.443507812117113e-06,31.02908107700133,6,6,0.006802721088435374
AN19-rec-356668c905a6142a499e:phone:3,AN19-rec-356668c905a6142a499e,AN19.SPA.sm5,Spanish,Romance,mouth,m aw th,2,th,8.563284794334054e-08,39.884350936588135,6,6,0.006896551724137931
AN19-rec-357d89297cb0cacf7b33:phone:3,AN19-rec-357d89297cb0cacf7b33,AN19.KOR.km6,Korean,Koreanic,beak,b iy k,2,k,4.958149772501224e-07,39.3608574786848,6,6,0.007042253521126761
AN19-rec-3585eb17b40a23d6c34d:phone:2,AN19-rec-3585eb17b40a23d6c34d,AN19.SPA.sm7,Spanish,Romance,wail,w ey l,1,ey,5.0999876098509005e-20,51.99567531290535,6,6,0.007352941176470588
AN19-rec-359949100c6787636310:phone:2,AN19-rec-359949100c6787636310,AN19.MIX.if5,Japanese,Japonic,was,w aa z,1,aa,1.224094880542342e-38,123.43091138425932,6,6,0.006711409395973154
AN19-rec-35a494f26155e6d36ad9:phone:2,AN19-rec-35a494f26155e6d36ad9,AN19.KOR.km1,Korean,Koreanic,watch,w aa ch,1,aa,1.8877461270513907e-05,44.048977137784256,6,6,0.0072992700729927005
AN19-rec-35b21bebcacb4d300d9c:phone:2,AN19-rec-35b21bebcacb4d300d9c,AN19.MIX.if4,German,Germanic,wail,w ey l,1,ey,0.001924152580754069,28.07423723730216,6,6,0.0072992700729927005
AN19-rec-35b90e8de90f2837f1d0:phone:3,AN19-rec-35b90e8de90f2837f1d0,AN19.KOR.km1,Korean,Koreanic,lame,l ey m,2,m,1.4457710204183667e-12,37.89537563606761,6,6,0.0072992700729927005
AN19-rec-35c4d0270e24d7711b3f:phone:2,AN19-rec-35c4d0270e24d7711b3f,AN19.KOR.km1,Korean,Koreanic,thick,th ih k,1,ih,2.271890628380019e-22,62.15665187010588,6,6,0.0072992700729927005
AN19-rec-35c4d0270e24d7711b3f:phone:3,AN19-rec-35c4d0270e24d7711b3f,AN19.KOR.km1,Korean,Koreanic,thick,th ih k,2,k,3.335579850761569e-12,53.07143563271144,6,6,0.0072992700729927005
AN19-rec-35d6edfef139dad0e8de:phone:3,AN19-rec-35d6edfef139dad0e8de,AN19.KOR.kf3,Korean,Koreanic,hurl,hh er l,2,l,6.248631099253995e-07,29.165992966989148,6,6,0.007246376811594203
AN19-rec-35d8c32e6467946eb3fb:phone:3,AN19-rec-35d8c32e6467946eb3fb,AN19.SPA.sf6,Spanish,Romance,gas,g ae s,2,s,1.4459020685571414e-12,39.1825138820076,6,6,0.007042253521126761
AN19-rec-35dcdc3662ba825e7f63:phone:1,AN19-rec-35dcdc3662ba825e7f63,AN19.KOR.kf3,Korean,Koreanic,soil,s oy l,0,s,2.655162538815437e-06,20.64558220494475,6,6,0.007246376811594203
AN19-rec-35dcdc3662ba825e7f63:phone:2,AN19-rec-35dcdc3662ba825e7f63,AN19.KOR.kf3,Korean,Koreanic,soil,s oy l,1,oy,2.951501412814091e-07,23.73812121067496,6,6,0.007246376811594203
