dataset_id,model_variant,representation,layer,fold,type,alpha,k,z_train,z_test,poll_train,poll_test,optimism
AN19,base,hubert_tsne_3d,cnn_2,1,corrected,0.1,0.11710914072423073,6.257008840122019,5.849509910707112,-0.6466385388553452,-0.6429860811943797,-0.005648376088797442
AN19,base,hubert_tsne_3d,cnn_2,2,corrected,0.1,0.11710914072423073,5.849562692702103,4.210005460385277,-0.6429860811945308,-0.6491715087266092,0.009619846701171508
AN19,base,hubert_tsne_3d,cnn_2,3,corrected,0.1,0.04203988916437662,4.1467660576070156,6.159717395500535,-0.6479865065972602,-0.6462342323751455,-0.002704183195598146
AN19,base,hubert_tsne_3d,cnn_3,1,corrected,0.1,0.04203988916437662,4.939968058931984,4.672811964384016,-0.6576382311912484,-0.6523989886792807,-0.007966754764967571
AN19,base,hubert_tsne_3d,cnn_3,2,corrected,0.1,0.04203988916437662,4.672810342558712,3.149929316370145,-0.6523989886788129,-0.6580379989284133,0.008643499373014252
AN19,base,hubert_tsne_3d,cnn_3,3,corrected,0.1,0.004696163979037417,3.1437393184037026,4.873142165800395,-0.6572054572498844,-0.6576291739803948,0.0006447249118767292
AN19,base,hubert_tsne_3d,cnn_4,1,corrected,0.1,0.3128330461520691,3.2511600783115107,2.9678594242064453,-0.6679855919946392,-0.6661905361462991,-0.002687267315122826
AN19,base,hubert_tsne_3d,cnn_4,2,corrected,0.1,0.3128330461520691,2.967889207931537,2.5683722590149425,-0.6661905361788626,-0.667872649707015,0.0025249736176089607
AN19,base,hubert_tsne_3d,cnn_4,3,corrected,0.1,0.11710914072423073,2.2627482194639867,2.818359152637886,-0.666519970867689,-0.6678626333905778,0.0020144370485117393
AN19,base,hubert_tsne_3d,cnn_5,1,corrected,0.1,0.8019648295935975,1.4259632951017358,0.28478146006185706,-0.6704988913547387,-0.6719547385026783,0.0021712894185373366
AN19,base,hubert_tsne_3d,cnn_5,2,corrected,0.1,0.8019648295935975,0.28477826722358474,0.4028490905482778,-0.671954738502104,-0.6721099841596591,0.00023103588479956216
AN19,base,hubert_tsne_3d,cnn_5,3,corrected,0.1,0.004696163979037417,-0.42128698934532544,1.0708649725123376,-0.663235236212724,-0.668742351776473,0.008303412217958094
AN19,base,hubert_tsne_3d,cnn_6,1,corrected,0.1,0.8019648295935975,0.7104569959125348,1.679591739304586,-0.6732165477647457,-0.6704370388506565,-0.004128699633599134
AN19,base,hubert_tsne_3d,cnn_6,2,corrected,0.1,0.20885618981881046,1.2220588443759588,0.2787501131867122,-0.6664408687181411,-0.666602393357245,0.00024236904830669798
AN19,base,hubert_tsne_3d,cnn_6,3,corrected,0.1,0.7030370490436815,1.043430064980083,0.6559838491686224,-0.6711462462166734,-0.6729980908690656,0.0027592267152371677
AN19,base,hubert_tsne_3d,tr_0,1,corrected,0.1,0.011450553933621337,2.5761748732130525,2.787150491904702,-0.6684439611479884,-0.6640227268782726,-0.006614218284091924
AN19,base,hubert_tsne_3d,tr_0,2,corrected,0.1,0.004696163979037417,2.820266340814348,0.8817532281648938,-0.6640705993037154,-0.6660266979006648,0.0029456184312337277
AN19,base,hubert_tsne_3d,tr_0,3,corrected,0.1,0.004696163979037417,0.8817493145167768,2.5872917340180606,-0.6660266979007038,-0.6684399319612291,0.003623329317175625
AN19,base,hubert_tsne_3d,tr_2,1,corrected,0.1,0.027340288194217743,-0.05404970972651862,0.8359829058217161,-0.6685159993137159,-0.6648833061965406,-0.005433965860060992
AN19,base,hubert_tsne_3d,tr_2,2,corrected,0.1,0.004696163979037417,0.9075236023976843,-0.7279704996602657,-0.6645467182602198,-0.6631946519509717,-0.0020345692365885356
AN19,base,hubert_tsne_3d,tr_2,3,corrected,0.1,0.004696163979037417,-0.7279804507478659,0.041992206073169655,-0.6631946519509704,-0.6683002989355048,0.007698564772069174
AN19,base,hubert_tsne_3d,tr_4,1,corrected,0.1,1.1616590666051083,0.06310160131829363,-0.04382753570811608,-0.6717306947949405,-0.6714234808124641,-0.000457346947008645
AN19,base,hubert_tsne_3d,tr_4,2,corrected,0.1,0.004696163979037417,1.4187698946336054,0.11398712877400516,-0.6637545772912212,-0.6635154107550689,-0.0003603237466600071
