dataset_id,feature_key,scope,fold,model_id,formula,optimizer,random_structure,random_policy,selection_reason,n_rows,fit_ok,singular,convergence,warnings,error,log_likelihood,deviance,AIC,n_observations
AN19,mfcc39,cv_train,0.0,M_null,"cbind(response_correct, response_incorrect) ~ (1 | participant_id) + (1 | analysis_item_id)",nloptwrap,participant_item_intercepts,participant_item,declared participant/item sensitivity structure; no automatic fallback,618,True,True,boundary (singular) fit: see help('isSingular'),,,-263.052894653055,287.416245905965,532.105789306109,618
AN19,mfcc39,cv_train,0.0,M_predictor,"cbind(response_correct, response_incorrect) ~ similarity_z + (1 | participant_id) + (1 | analysis_item_id)",nloptwrap,participant_item_intercepts,participant_item,declared participant/item sensitivity structure; no automatic fallback,618,True,True,boundary (singular) fit: see help('isSingular'),,,-255.553615368355,286.029051076971,519.107230736711,618
AN19,mfcc39,cv_train,1.0,M_null,"cbind(response_correct, response_incorrect) ~ (1 | participant_id) + (1 | analysis_item_id)",nloptwrap,participant_item_intercepts,participant_item,declared participant/item sensitivity structure; no automatic fallback,665,True,True,boundary (singular) fit: see help('isSingular'),,,-288.399471941908,333.62258450733,582.798943883816,665
AN19,mfcc39,cv_train,1.0,M_predictor,"cbind(response_correct, response_incorrect) ~ similarity_z + (1 | participant_id) + (1 | analysis_item_id)",nloptwrap,participant_item_intercepts,participant_item,declared participant/item sensitivity structure; no automatic fallback,665,True,True,boundary (singular) fit: see help('isSingular'),,,-281.44449405847,333.829564809126,570.88898811694,665
AN19,mfcc39,cv_train,2.0,M_null,"cbind(response_correct, response_incorrect) ~ (1 | participant_id) + (1 | analysis_item_id)",nloptwrap,participant_item_intercepts,participant_item,declared participant/item sensitivity structure; no automatic fallback,617,True,True,boundary (singular) fit: see help('isSingular'),,,-271.243951337883,302.59095322277,548.487902675767,617
AN19,mfcc39,cv_train,2.0,M_predictor,"cbind(response_correct, response_incorrect) ~ similarity_z + (1 | participant_id) + (1 | analysis_item_id)",nloptwrap,participant_item_intercepts,participant_item,declared participant/item sensitivity structure; no automatic fallback,617,True,True,boundary (singular) fit: see help('isSingular'),,,-265.534726048448,301.879622504529,539.069452096895,617
AN19,mfcc39,full,,M_null,"cbind(response_correct, response_incorrect) ~ (1 | participant_id) + (1 | analysis_item_id)",nloptwrap,participant_item_intercepts,participant_item,declared participant/item sensitivity structure; no automatic fallback,950,True,True,boundary (singular) fit: see help('isSingular'),,,-377.197152453566,481.851947373099,760.394304907132,950
AN19,mfcc39,full,,M_predictor,"cbind(response_correct, response_incorrect) ~ similarity_z + (1 | participant_id) + (1 | analysis_item_id)",nloptwrap,participant_item_intercepts,participant_item,declared participant/item sensitivity structure; no automatic fallback,950,True,True,boundary (singular) fit: see help('isSingular'),,,-371.399347917891,482.869257447173,750.798695835783,950
AN19,strf24_legacy,cv_train,0.0,M_null,"cbind(response_correct, response_incorrect) ~ (1 | participant_id) + (1 | analysis_item_id)",nloptwrap,participant_item_intercepts,participant_item,declared participant/item sensitivity structure; no automatic fallback,618,True,True,boundary (singular) fit: see help('isSingular'),,,-263.052894653055,287.416245905965,532.105789306109,618
AN19,strf24_legacy,cv_train,0.0,M_predictor,"cbind(response_correct, response_incorrect) ~ similarity_z + (1 | participant_id) + (1 | analysis_item_id)",nloptwrap,participant_item_intercepts,participant_item,declared participant/item sensitivity structure; no automatic fallback,618,True,True,boundary (singular) fit: see help('isSingular'),,,-251.370933151711,285.876126472423,510.741866303421,618
AN19,strf24_legacy,cv_train,1.0,M_null,"cbind(response_correct, response_incorrect) ~ (1 | participant_id) + (1 | analysis_item_id)",nloptwrap,participant_item_intercepts,participant_item,declared participant/item sensitivity structure; no automatic fallback,665,True,True,boundary (singular) fit: see help('isSingular'),,,-288.399471941908,333.62258450733,582.798943883816,665
AN19,strf24_legacy,cv_train,1.0,M_predictor,"cbind(response_correct, response_incorrect) ~ similarity_z + (1 | participant_id) + (1 | analysis_item_id)",nloptwrap,participant_item_intercepts,participant_item,declared participant/item sensitivity structure; no automatic fallback,665,True,True,boundary (singular) fit: see help('isSingular'),,,-275.959024900917,334.516728872014,559.918049801833,665
AN19,strf24_legacy,cv_train,2.0,M_null,"cbind(response_correct, response_incorrect) ~ (1 | participant_id) + (1 | analysis_item_id)",nloptwrap,participant_item_intercepts,participant_item,declared participant/item sensitivity structure; no automatic fallback,617,True,True,boundary (singular) fit: see help('isSingular'),,,-271.243951337883,302.59095322277,548.487902675767,617
AN19,strf24_legacy,cv_train,2.0,M_predictor,"cbind(response_correct, response_incorrect) ~ similarity_z + (1 | participant_id) + (1 | analysis_item_id)",nloptwrap,participant_item_intercepts,participant_item,declared participant/item sensitivity structure; no automatic fallback,617,True,True,boundary (singular) fit: see help('isSingular'),,,-262.619765502454,300.705040622524,533.239531004908,617
AN19,strf24_legacy,full,,M_null,"cbind(response_correct, response_incorrect) ~ (1 | participant_id) + (1 | analysis_item_id)",nloptwrap,participant_item_intercepts,participant_item,declared participant/item sensitivity structure; no automatic fallback,950,True,True,boundary (singular) fit: see help('isSingular'),,,-377.197152453566,481.851947373099,760.394304907132,950
AN19,strf24_legacy,full,,M_predictor,"cbind(response_correct, response_incorrect) ~ similarity_z + (1 | participant_id) + (1 | analysis_item_id)",nloptwrap,participant_item_intercepts,participant_item,declared participant/item sensitivity structure; no automatic fallback,950,True,True,boundary (singular) fit: see help('isSingular'),,,-366.493410312512,480.971429010505,740.986820625024,950
